Measured Depth m,Rate of Penetration m/h
551.7,40.05030749707241
551.75,40.04852636567174
551.8,40.04893014512206
551.85,40.05117873784933
551.9,40.054535694212966
551.95,40.05944892211265
552.0,40.06460229989043
552.05,40.07023120378654
552.1,40.07615105313719
552.15,40.08100814624064
552.2,40.085283573143286
552.25,40.08791078730258
552.3,39.477030627302824
552.35,38.31827246730308
552.4,35.96929603717197
552.45,33.55992280768794
552.5,31.148676683487025
552.55,28.735409488681835
552.6,27.031029106440705
552.65,25.679782399384088
552.7,24.964736274940332
552.75,24.293399389358925
552.8,24.175999665722447
552.85,24.535292363904016
552.9,26.205422692969307
552.95,28.098049653234774
553.0,30.201566310769362
553.05,32.50815182014427
553.1,34.193537842595035
553.15,35.63891125654804
553.2,36.57721000711422
553.25,37.50203254269565
553.3,38.51869294269555
553.35,39.7112294803092
553.4,40.815287037852336
553.45,41.78894734059362
553.5,42.484266818854074
553.55,42.85729924794063
553.6,43.03025732409468
553.65,42.951023178640305
553.7,42.68567485029566
553.75,42.32683508029557
553.8,41.914227320295545
553.85,41.406785501494504
553.9,40.87598393592627
553.95,40.31909938167628
554.0,39.83118799068821
554.05,39.464351812226745
554.1,39.22013208222666
554.15,39.134774227681206
554.2,39.12327084990342
554.25,39.20229398214838
554.3,39.30116759870009
554.35,39.38858932320765
554.4,39.465575686009444
554.45,39.53510519630453
554.5,39.60450011390985
554.55,39.67453186502095
554.6,39.735875289566444
554.65,39.779999245930085
554.7,39.81030203662776
554.75,39.81560736620104
554.8,39.821930389649324
554.85,39.82870441905643
554.9,39.83406208534555
554.95,39.83774812123228
555.0,39.84006571635424
555.05,39.84276765351899
555.1,39.844618620791714
555.15,39.846513819983635
555.2,39.84755832383142
555.25,39.849015822013236
555.3,39.851198952013235
555.35,39.850083968982936
555.4,39.848261634437485
555.45,39.84324813625567
555.5,39.76165698625568
555.55,39.641827887979844
555.6,39.484031196161695
555.65,39.26946592321483
555.7,39.025704405139955
555.75,38.75248572840525
555.8,38.49563313678363
555.85,38.25972898963211
555.9,38.03810669290483
555.95,37.83577491108665
556.0,37.71738588461605
556.05,37.64080600520426
556.1,37.573352885973485
556.15,37.54126595846684
556.2,37.51205690926898
556.25,37.485605433503686
556.3,37.42804803281761
556.35,37.33744289957699
556.4,37.27937794539515
556.45,37.24181273084966
556.5,37.239459682320344
556.55,37.29842279408507
556.6,37.422224081497575
556.65,37.6030281930622
556.7,37.85851986578948
556.75,38.14313566919857
556.8,38.445604998603045
556.85,38.76617452748003
556.9,39.041985004022536
556.95,39.28251930947712
557.0,39.4803195069961
557.05,39.61167655365077
557.1,39.705750820965186
557.15,39.757841987631856
557.2,39.75251352945004
557.25,39.736820592387105
557.3,39.69546777273218
557.35,39.628762292732176
557.4,39.54190498283306
557.45,39.420459297271556
557.5,39.2986596520252
557.55,39.175391336061054
557.6,39.01038392748795
557.65,38.8172526084403
557.7,38.596449946622116
557.75,38.29677216668893
557.8,37.93490899924708
557.85,37.528694288733256
557.9,37.05504730027172
557.95,36.56695472891623
558.0,36.036764150480685
558.05,35.4545801374372
558.1,34.89874070282181
